token;sentimento
Squadra Investimentos alerta para “surpresas negativas” em fundos imobiliários;-1
Isa Cteep (TRPL4) anuncia início da operação comercial do projeto Triângulo Mineiro antes do previsto;1
STF torna ré deputada Zambelli por perseguição com arma;0
Justiça Federal condena Delgatti a 20 anos de prisão;0
Novo teto do consignado do INSS passa a valer hoje veja o que muda;0
Fiesp quer que alíquota máxima seja estabelecida em 25% na reforma tributária;1
Pacheco defende teto para alíquota na reforma tributária Appy diz ser “muito complicado”;0
Gasolina em refinarias privadas custa 11,7% a mais do que nas refinarias da Petrobras (PETR4), diz OSP;-1
Eduardo Braga já tem informações do impacto das exceções na reforma tributária, diz Pacheco;0
‘Não quero botar pressão sobre ninguém, mas vamos ter de cortar despesas’, diz Lira;1
Ficou sabendo? YouTube lança incubadora para explorar IA Klabin eleva preços;1
E mais: Citigroup considera reorganizar sua mai.or divisão, diz Reuters.;1
Banco do Brics pretende emitir primeiro título em rúpias indianas até outubro;1
O banco de desenvolvimento fundado pelo bloco Brics planeja emitir seu primeiro título em rúpias indianas até outubro, disse seu diretor de operações nesta segunda-feira (21), com a instituição sob pressão para ampliar e realizar mais empréstimos em moedas locais. O Novo Banco de Desenvolvimento emitiu seu primeiro título em rand na África do Sul ;1
Coordenador do projeto do Drex no BC admite que cronograma está atrasado;-1
O Banco Central ainda mantém a expectativa de fazer testes com a população na virada de 2024 para 2025 - final do mandato do atual presidente Roberto Campos Neto.;0
Goldman Sachs avalia vender parte de negócio de gestão de patrimônio;0
O Goldman Sachs está considerando a venda de uma parte de seu negócio de gestão de patrimônio, informou o banco nesta segunda-feira (21), à medida que reposiciona seu foco para atender super-ricos e se afasta de clientes de alto patrimônio líquido nos mercados de massa. O banco de Wall Street está avaliando alternativas para sua ;0
Economia da Dinamarca é afetada por vendas de Ozempic e Wegovy;0
Segundo o Wall Street Journal, as fortes vendas dos medicamentos para emagrecimento fizeram o Banco Central dinamarquês baixar a taxa de juros.;0
PicPay anuncia ‘pontapé inicial’ em investimentos com renda fixa no app;1
Mirando clientes de alta renda, empresa também pretende lançar dois fundos de investimento ainda neste mês.;1
Investimentos em startups no Brasil recuam 49% em julho sobre 2022;-1
É o que mostra levantamento da Sling Hub com o Itaú BBA fintechs lideraram investimentos, seguidas de empresas de biotecnologia e energia.;0
Balanços ‘maquiados’ e dividendos enganosos: o novo alerta da Squadra;-1
Gestora com R$ 16 bi sob gestão apontou em carta para armadilhas nos balanços de varejistas e proventos acima da geração de caixa de FIIs.;-1
Solução oferecida pela 123Milhas para viagem cancelada é ilegal, diz Idec;-1
Segundo advogada do instituto, empresa não pode impor reembolso com vouchers como única opção.;-1
IR 2023: consulta ao 4º lote de restituição abre na 5ª veja passo a passo;0
